frame,model1_herding_cohesion,model2_intercept_cohesion,model3_coordination_cohesion,model1_boid_count,model2_boid_count,model3_boid_count
2130,245.32,218.57,178.08,39,28,35
2140,230.44,211.81,184.53,38,28,35
2150,219.52,210.14,194.37,38,28,35
2160,210.31,213.35,205.22,38,28,35
2170,204.87,218.25,213.26,38,28,35
2180,201.18,215.94,215.30,37,28,35
2190,196.87,199.63,212.76,37,28,35
2200,194.31,173.90,205.19,36,27,35
2210,189.16,153.56,195.76,34,27,35
2220,192.84,141.06,187.37,34,27,35
2230,201.00,146.09,182.29,34,27,35
2240,200.62,155.51,183.66,33,26,35
2250,210.46,160.25,194.32,33,26,35
2260,228.84,169.67,211.95,33,26,35
2270,251.28,177.88,230.49,33,26,35
2280,276.98,180.24,245.53,33,26,35
2290,294.33,181.34,252.86,32,26,35
2300,310.18,170.88,256.12,31,25,35
2310,336.60,170.02,260.37,31,25,35
2320,359.16,183.57,268.09,31,23,35
2330,375.08,200.99,283.39,31,22,35
2340,384.38,214.70,302.39,31,22,35
2350,389.25,225.53,314.28,31,22,35
2360,391.82,235.11,314.70,31,22,35
2370,394.93,242.13,310.68,31,22,35
2380,399.58,250.40,308.00,31,21,34
2390,405.59,252.85,303.79,31,20,34
2400,407.86,264.72,300.60,31,18,34
2410,406.29,275.00,299.71,31,18,34
2420,405.38,287.80,299.31,31,18,34
2430,404.81,300.98,298.31,31,18,34
2440,402.79,313.48,298.76,31,18,34
2450,399.80,322.19,299.86,31,18,34
2460,397.58,321.72,303.09,30,18,33
2470,397.79,283.06,308.46,30,17,33
2480,401.16,274.70,316.18,30,17,33
2490,404.47,269.08,324.73,30,17,33
2500,403.57,267.62,332.76,30,17,33
2510,397.76,273.66,338.04,30,17,33
2520,394.47,281.86,337.57,30,17,33
2530,394.49,290.99,333.63,30,17,33
2540,396.40,298.57,327.90,30,17,33
2550,394.68,302.37,316.74,30,17,33
2560,392.58,303.17,297.21,30,17,33
2570,390.70,307.10,274.92,30,17,33
2580,389.59,314.50,253.71,30,17,33
2590,389.75,321.49,233.54,30,17,33
2600,383.81,322.06,214.16,29,17,33
2610,373.34,318.06,194.82,29,17,33
2620,360.84,318.21,176.80,29,17,33
2630,353.44,322.79,162.65,29,17,33
2640,351.41,327.70,152.04,29,17,33
2650,350.67,330.99,148.15,29,17,33
2660,348.11,333.46,150.84,29,17,33
2670,344.05,338.07,154.84,29,17,33
2680,343.51,340.81,157.19,29,17,33
2690,347.84,335.57,160.39,29,17,33
2700,351.70,328.08,164.24,29,17,33
2710,354.16,323.76,168.99,29,17,33
2720,344.47,322.25,171.11,28,17,33
2730,342.55,320.09,172.16,28,17,33
2740,338.28,314.60,175.32,28,17,33
2750,306.76,308.22,180.16,27,17,33
2760,299.58,315.53,185.00,27,16,33
2770,291.03,324.75,187.68,27,16,33
2780,282.56,333.50,187.92,27,16,33
2790,272.60,333.35,186.18,27,16,33
2800,263.46,325.91,182.03,27,16,33
2810,255.65,311.74,175.86,27,16,33
2820,247.28,295.94,169.94,27,16,33
2830,241.78,284.57,164.33,27,16,33
2840,239.14,278.70,157.95,27,16,33
2850,231.74,273.23,151.69,27,16,33
2860,219.28,266.43,145.10,27,16,33
2870,206.30,256.42,135.72,27,16,33
2880,196.56,247.67,119.44,27,16,33
2890,159.33,245.95,97.50,26,16,33
2900,155.49,246.50,77.58,26,16,33
2910,153.81,246.46,63.49,26,16,33
2920,167.37,245.18,57.31,24,16,33
2930,180.18,242.38,55.41,23,16,33
2940,194.40,238.83,53.91,23,16,33
2950,207.36,234.77,54.11,23,16,33
2960,214.37,229.85,54.05,23,15,33
2970,221.82,234.15,51.74,23,15,33
2980,237.93,239.33,55.83,22,15,32
2990,254.01,238.33,67.98,21,15,32
3000,259.77,229.69,86.68,21,15,32
3010,260.23,215.19,113.35,21,15,30
3020,264.26,198.93,132.84,21,15,30
3030,273.93,187.26,149.70,21,15,30
3040,286.63,179.08,167.16,21,15,29
3050,297.68,171.31,182.97,21,15,28
3060,303.93,162.62,196.55,21,15,26
3070,308.67,155.09,210.52,21,15,26
3080,314.64,150.17,216.99,21,15,24
3090,323.06,148.00,230.80,21,15,24
3100,333.44,149.23,244.62,21,15,24
3110,342.26,153.29,253.15,21,15,24
3120,346.47,157.89,254.82,21,15,24
3130,345.07,161.12,253.12,21,15,24
3140,330.42,163.66,251.79,20,15,24
3150,323.71,166.70,250.28,20,15,24
3160,315.03,166.21,248.26,19,15,24
3170,310.51,159.41,246.96,18,15,24
3180,301.37,150.82,245.68,18,15,24
3190,292.30,145.84,245.02,18,15,24
3200,281.01,148.43,246.79,18,15,24
3210,270.37,161.68,250.04,18,15,24
3220,268.27,177.02,254.57,18,15,24
3230,271.98,182.16,260.92,18,15,24
3240,278.83,183.94,258.49,18,15,23
3250,287.48,188.26,268.77,18,15,23
3260,298.51,195.96,281.24,18,15,23
3270,310.02,206.86,294.15,18,15,23
3280,322.23,202.04,307.49,18,14,23
3290,334.98,214.10,331.47,18,14,22
3300,341.39,224.29,350.58,15,14,22
3310,346.05,235.93,363.81,15,14,22
3320,346.04,250.65,364.81,15,14,22
3330,344.32,264.48,359.78,15,14,22
3340,343.31,272.77,300.98,15,14,20
3350,345.64,275.83,293.17,15,14,20
3360,353.68,281.49,284.55,15,14,20
3370,366.87,290.27,270.87,15,14,20
3380,380.21,297.37,253.31,15,14,20
3390,390.98,299.32,233.94,15,14,20
3400,415.80,299.34,211.24,14,14,19
3410,461.20,299.71,188.30,12,14,19
3420,471.41,297.31,165.64,12,14,19
3430,483.11,290.28,143.62,12,14,19
3440,496.06,281.35,122.81,12,14,19
3450,511.15,272.85,102.94,12,14,19
3460,527.53,266.83,85.18,12,14,19
3470,546.01,267.88,72.69,12,14,19
3480,569.57,275.78,68.97,12,14,19
3490,592.78,283.48,93.35,12,14,14
3500,609.27,287.85,116.96,12,14,13
3510,617.82,286.56,141.09,12,14,13
3520,623.49,280.14,165.65,12,14,13
3530,626.20,275.52,181.56,12,14,13
3540,471.01,274.05,194.16,11,14,13
3550,464.27,276.35,221.29,11,14,13
3560,328.05,282.90,254.64,10,14,13
3570,326.13,293.76,285.07,10,14,13
3580,327.11,307.13,300.83,10,14,12
3590,329.95,323.31,297.60,10,14,11
3600,333.42,343.04,312.43,10,14,11
3610,336.45,364.98,321.02,10,14,11
3620,342.89,389.11,316.22,10,14,11
3630,351.81,411.07,322.32,10,14,10
3640,335.70,423.06,311.20,9,14,10
3650,346.35,427.21,302.24,9,14,10
3660,360.25,433.23,293.86,9,14,10
3670,375.42,439.16,281.76,9,14,10
3680,388.51,444.06,266.34,9,14,10
3690,396.75,445.99,250.99,9,14,10
3700,397.59,451.11,238.29,9,14,10
3710,388.82,459.36,228.16,9,14,10
3720,291.24,466.65,222.07,8,14,10
3730,271.79,470.64,223.32,8,14,10
3740,269.79,472.09,230.02,7,14,10
3750,265.96,480.83,240.48,7,13,10
3760,263.56,485.31,251.38,7,13,10
3770,261.14,488.50,151.41,7,13,9
3780,257.48,487.00,157.43,7,13,9
3790,249.15,490.70,165.31,7,13,9
3800,240.39,500.27,173.33,7,12,9
3810,233.55,507.59,178.75,7,12,9
3820,224.99,508.57,185.07,7,12,9
3830,212.09,502.60,196.97,7,12,8
3840,201.35,494.40,193.21,7,12,7
3850,192.61,486.62,184.79,7,12,7
3860,188.93,482.76,93.79,7,12,5
3870,187.29,479.71,91.49,7,12,5
3880,182.88,473.46,90.33,7,12,5
3890,171.08,471.33,89.91,7,12,5
3900,156.62,474.22,90.43,7,12,5
3910,140.37,480.17,91.78,7,12,5
3920,125.92,483.50,91.02,7,12,5
3930,114.85,478.02,92.74,7,12,4
3940,110.63,466.92,87.73,7,12,4
3950,115.46,457.26,89.16,7,12,4
3960,128.26,451.76,95.42,7,12,4
3970,143.96,448.92,103.00,7,12,4
3980,162.21,444.18,12.26,7,12,3
3990,181.28,436.00,12.85,7,12,3
4000,194.14,426.41,13.75,7,12,3
4010,208.50,417.96,14.60,6,12,3
4020,214.00,409.89,15.48,6,12,3
4030,223.70,399.78,15.97,6,12,3
4040,236.56,386.08,16.38,6,12,3
4050,247.79,368.86,16.61,6,12,3
4060,256.02,351.16,16.80,6,12,3
4070,268.29,336.00,16.90,6,12,3
4080,287.85,320.90,17.04,6,12,3
4090,307.82,308.83,17.25,6,12,3
4100,327.18,298.31,14.01,6,12,3
4110,347.72,287.21,8.27,6,12,3
4120,369.47,274.99,8.61,6,12,3
4130,390.04,262.49,9.85,6,12,3
4140,408.10,249.13,12.21,6,12,3
4150,412.66,231.12,13.96,6,12,3
4160,410.86,210.71,14.86,6,12,3
4170,402.66,198.32,15.55,6,12,3
4180,389.25,199.64,15.67,6,12,3
4190,375.84,205.90,18.08,6,12,3
4200,369.15,217.54,20.25,6,12,3
4210,366.47,230.73,20.11,6,12,3
4220,358.01,242.62,19.79,6,12,3
4230,346.52,254.08,19.52,6,12,3
4240,341.28,267.57,19.22,6,12,3
4250,346.65,283.61,18.80,6,12,3
4260,358.27,299.81,18.22,6,12,3
4270,367.55,313.87,17.83,6,12,3
4280,375.92,327.14,17.47,6,12,3
4290,383.00,337.34,16.98,6,12,3
4300,387.45,350.00,16.62,6,12,3
4310,388.03,369.89,10.34,6,12,3
4320,385.50,396.19,3.74,6,12,3
4330,383.01,421.02,1.14,6,12,3
4340,379.80,436.07,1.31,6,12,3
4350,376.79,446.08,2.75,6,12,3
4360,373.43,457.88,4.42,6,12,3
4370,369.47,470.87,5.23,6,12,3
4380,369.37,483.69,7.31,6,12,3
4390,377.37,479.49,12.47,6,11,3
4400,390.96,483.65,14.84,6,11,3
4410,405.43,473.60,13.32,6,11,3
4420,413.80,460.51,12.79,6,11,3
4430,412.83,450.04,14.41,6,11,3
4440,410.10,442.23,15.08,6,11,3
4450,409.25,437.64,16.52,6,11,3
4460,410.64,434.67,17.57,6,11,3
4470,416.59,429.23,16.67,6,11,3
4480,426.96,422.80,21.56,6,11,3
4490,446.90,413.72,25.46,6,11,3
4500,476.90,395.43,25.13,6,11,3
4510,501.71,374.05,23.84,6,11,3
4520,514.20,359.44,19.29,6,11,3
4530,513.26,353.55,16.88,6,11,3
4540,501.59,352.65,18.87,6,11,3
4550,480.92,353.05,16.69,6,11,3
4560,458.66,350.13,10.23,5,11,3
4570,421.91,343.06,13.21,5,11,3
4580,385.83,336.41,13.55,5,11,3
4590,351.75,331.90,15.21,5,11,3
4600,319.60,324.08,16.34,5,11,3
4610,289.28,307.82,16.30,5,11,3
4620,256.82,285.78,16.23,5,11,3
4630,225.05,265.38,15.79,5,11,3
4640,195.58,250.05,16.95,5,11,3
4650,168.21,236.31,17.03,5,11,3
4660,144.67,223.69,16.69,5,11,3
4670,124.22,215.10,15.18,5,11,3
4680,111.79,205.93,14.43,5,11,3
4690,111.38,193.21,13.20,5,11,3
4700,116.12,181.12,13.01,5,11,3
4710,118.95,170.18,12.52,5,11,3
4720,120.00,161.70,11.97,5,11,3
4730,127.48,158.40,11.57,5,11,3
4740,139.98,162.33,11.76,5,11,3
4750,153.02,173.28,12.01,5,11,3
4760,164.56,184.09,12.38,5,11,3
4770,174.23,193.74,13.02,5,11,3
4780,184.00,205.80,12.42,5,11,3
4790,191.10,222.89,9.51,5,11,3
4800,196.77,246.64,10.87,5,11,3
4810,204.71,272.11,12.25,5,11,3
4820,217.00,292.61,12.17,5,11,3
4830,234.18,307.25,12.06,5,11,3
4840,249.62,320.16,11.90,5,11,3
4850,260.06,329.31,11.71,5,11,3
4860,268.32,331.44,11.51,5,11,3
4870,272.52,324.38,11.46,5,11,3
4880,275.50,315.07,11.49,5,11,3
4890,279.07,305.03,11.54,5,11,3
4900,277.32,292.49,11.55,5,11,3
4910,272.15,275.16,11.62,5,11,3
4920,265.72,254.97,11.52,5,11,3
4930,258.55,238.16,11.28,5,11,3
4940,297.85,233.43,11.16,4,11,3
4950,317.79,241.10,11.77,4,11,3
4960,342.73,251.35,12.27,4,11,3
4970,368.35,260.41,12.83,4,11,3
4980,391.71,262.99,13.16,4,11,3
4990,408.02,255.42,11.76,4,11,3
5000,413.50,248.81,11.88,4,11,3
