frame,model1_herding_cohesion,model2_intercept_cohesion,model3_coordination_cohesion,model1_boid_count,model2_boid_count,model3_boid_count
1810,188.03,149.32,194.50,42,38,38
1820,189.89,148.07,188.92,42,38,38
1830,198.85,133.35,184.64,41,37,38
1840,212.84,123.05,180.48,41,37,38
1850,228.93,114.44,174.31,41,37,37
1860,243.49,118.83,171.90,41,37,36
1870,249.83,123.23,179.27,41,37,35
1880,251.21,124.24,187.56,41,37,35
1890,251.02,121.87,193.97,39,37,34
1900,243.74,116.72,206.86,38,36,33
1910,237.20,115.01,224.30,37,36,33
1920,234.33,123.06,242.64,37,36,33
1930,231.22,142.47,258.56,37,36,32
1940,227.37,171.86,270.48,37,36,32
1950,223.03,203.97,273.41,37,36,32
1960,221.39,233.51,274.09,37,35,31
1970,221.62,258.35,269.61,37,35,31
1980,223.29,281.61,260.03,37,35,30
1990,226.07,301.27,254.35,37,35,30
2000,232.63,318.35,248.57,37,35,30
2010,243.07,335.27,241.68,37,35,30
2020,252.33,350.59,229.41,37,35,29
2030,260.57,363.23,214.19,37,35,28
2040,268.05,361.96,205.99,37,33,28
2050,277.41,367.88,199.61,36,33,28
2060,286.44,372.28,182.92,36,33,27
2070,294.24,378.70,181.17,36,33,27
2080,299.38,382.27,179.30,36,33,27
2090,302.74,378.61,176.28,36,33,27
2100,305.04,379.51,173.13,36,32,27
2110,306.11,379.58,166.52,36,32,27
2120,306.45,375.98,159.70,36,32,27
2130,310.42,365.58,160.87,34,32,27
2140,319.41,351.13,171.79,32,32,27
2150,328.53,335.59,186.08,30,32,27
2160,334.95,320.33,200.12,30,32,27
2170,345.72,305.12,210.78,30,32,27
2180,357.69,290.12,215.39,30,32,27
2190,370.03,275.99,219.45,30,32,26
2200,379.14,262.81,215.45,30,32,25
2210,390.91,249.96,203.58,30,32,25
2220,406.05,237.53,191.04,30,32,25
2230,421.77,225.97,194.28,29,32,24
2240,440.83,217.68,191.87,29,32,23
2250,453.21,217.34,184.98,28,32,22
2260,452.88,225.05,180.51,28,32,22
2270,442.31,235.99,160.36,28,32,21
2280,431.66,242.79,159.24,28,32,20
2290,420.81,240.34,154.84,28,32,20
2300,408.90,235.98,156.10,28,32,20
2310,395.64,228.87,152.45,28,32,19
2320,383.56,217.11,157.43,28,32,19
2330,373.86,205.99,160.74,28,32,18
2340,366.43,198.37,154.69,28,32,17
2350,356.85,166.23,156.78,28,31,17
2360,340.62,139.15,162.42,28,30,17
2370,322.46,146.81,171.96,28,30,17
2380,304.34,153.32,184.06,28,30,17
2390,289.45,158.54,193.42,28,30,17
2400,281.74,162.44,200.18,28,30,17
2410,277.35,166.03,192.50,28,30,16
2420,274.48,170.80,180.69,28,30,16
2430,272.15,182.35,162.92,28,30,16
2440,272.50,196.05,155.00,28,30,16
2450,274.75,202.88,149.34,28,29,16
2460,282.31,204.13,140.97,28,29,16
2470,292.66,203.61,106.44,28,29,15
2480,311.63,204.07,109.00,27,29,15
2490,328.60,208.22,123.12,27,29,15
2500,343.09,216.40,146.08,27,29,15
2510,358.70,225.57,171.71,26,29,15
2520,374.87,234.51,195.34,26,29,15
2530,391.18,245.92,206.99,26,29,14
2540,411.49,259.10,229.12,26,29,14
2550,433.23,272.13,253.07,26,29,14
2560,451.01,282.05,277.81,26,29,14
2570,457.95,283.61,301.88,26,28,14
2580,458.23,289.98,325.95,26,28,14
2590,452.60,293.60,351.57,26,28,14
2600,437.96,295.74,378.40,26,28,14
2610,420.26,298.51,403.83,26,28,14
2620,400.68,300.36,420.37,26,28,13
2630,380.27,302.44,446.88,26,28,13
2640,360.07,305.42,472.33,26,28,13
2650,340.38,305.91,492.76,26,28,13
2660,321.21,301.83,503.84,26,28,13
2670,301.85,294.12,498.55,26,28,13
2680,284.17,290.49,484.80,26,28,13
2690,269.54,290.08,470.15,26,28,13
2700,258.07,289.19,454.04,26,28,13
2710,249.68,285.73,437.06,26,28,13
2720,242.53,279.48,418.81,26,28,13
2730,238.54,271.46,400.23,26,28,13
2740,236.15,262.86,359.21,26,28,12
2750,233.31,256.97,354.29,26,28,11
2760,231.56,252.64,347.97,26,28,11
2770,232.83,247.99,337.61,26,28,11
2780,239.26,241.25,320.99,26,28,11
2790,251.48,232.51,301.21,26,28,11
2800,267.48,220.36,282.15,26,28,11
2810,261.65,205.17,263.42,25,28,11
2820,282.38,191.19,245.09,25,28,11
2830,305.42,180.13,230.37,25,28,11
2840,329.61,171.91,221.39,25,28,11
2850,354.50,169.79,218.50,25,28,11
2860,378.58,174.79,220.76,25,28,11
2870,398.82,182.13,222.32,25,28,11
2880,411.09,187.34,221.76,25,28,11
2890,412.90,190.72,220.06,25,28,11
2900,410.86,188.32,224.31,25,28,11
2910,399.10,183.46,234.68,25,28,11
2920,377.42,179.32,244.49,25,28,11
2930,354.21,174.38,260.14,25,28,11
2940,332.87,164.29,258.17,25,27,10
2950,315.88,153.81,235.62,25,27,9
2960,302.30,142.68,232.25,25,27,9
2970,292.72,134.22,222.97,25,27,9
2980,285.14,128.88,200.12,25,27,9
2990,274.93,123.72,173.23,25,27,9
3000,255.84,118.29,144.72,25,27,9
3010,232.23,114.64,116.17,25,27,9
3020,211.54,110.94,90.65,25,27,9
3030,194.80,106.12,70.09,25,27,9
3040,179.41,99.71,58.81,25,27,9
3050,164.30,90.88,61.82,25,27,9
3060,151.46,82.37,80.12,25,27,9
3070,138.87,75.85,102.90,25,27,9
3080,127.75,70.48,115.40,25,27,9
3090,115.33,67.89,113.37,25,26,9
3100,99.31,71.27,103.21,25,26,9
3110,86.87,95.38,92.84,25,21,9
3120,80.14,112.61,86.22,25,21,9
3130,81.12,133.59,87.53,24,20,9
3140,86.29,153.27,89.65,23,20,9
3150,90.91,168.19,90.60,23,20,9
3160,97.55,182.33,91.88,23,20,9
3170,106.60,199.80,93.36,23,20,9
3180,116.11,222.61,95.34,23,20,9
3190,127.91,250.12,97.71,23,20,9
3200,142.21,279.98,99.98,23,20,9
3210,156.36,311.25,102.16,23,20,9
3220,168.90,343.15,104.39,23,20,9
3230,179.80,374.59,106.52,23,20,9
3240,188.14,403.20,108.58,23,20,9
3250,192.67,429.92,110.72,23,20,9
3260,194.30,456.71,112.92,23,20,9
3270,198.68,482.69,114.39,22,20,9
3280,196.17,506.75,114.82,22,19,9
3290,196.73,510.02,115.36,22,18,9
3300,198.51,495.42,113.15,22,17,9
3310,196.74,490.47,105.73,22,17,9
3320,192.29,488.31,96.07,22,17,9
3330,185.12,484.77,85.33,22,17,9
3340,176.27,481.63,74.36,22,16,9
3350,168.81,465.61,64.20,22,16,9
3360,161.54,437.61,54.79,22,15,9
3370,145.88,414.16,44.14,20,15,9
3380,133.10,393.10,35.44,20,15,9
3390,123.70,377.69,35.43,20,15,9
3400,118.50,365.53,38.42,20,14,9
3410,116.30,366.03,42.53,20,14,9
3420,113.37,373.01,52.33,20,14,9
3430,112.18,380.19,65.76,20,14,9
3440,111.48,377.71,81.72,20,14,9
3450,77.09,367.54,96.06,19,14,9
3460,73.42,363.42,107.66,19,13,9
3470,72.44,354.65,114.46,19,12,9
3480,74.84,336.45,116.79,19,12,9
3490,80.19,314.64,119.73,19,12,9
3500,85.37,293.17,123.13,19,12,9
3510,89.56,273.54,126.88,19,12,9
3520,93.87,256.37,130.99,19,12,9
3530,98.45,244.47,135.51,19,12,9
3540,103.10,225.87,142.57,19,9,9
3550,107.03,217.62,153.05,19,9,9
3560,108.91,209.88,165.60,19,9,9
3570,110.21,204.95,179.21,19,9,9
3580,111.83,203.23,193.95,19,9,9
3590,113.43,205.96,207.60,19,9,9
3600,114.34,199.09,214.94,19,8,9
3610,111.58,209.55,211.49,19,8,9
3620,102.49,222.56,202.92,19,8,9
3630,91.74,237.89,194.42,19,8,9
3640,82.14,256.19,185.32,19,8,9
3650,75.06,274.78,176.19,19,8,9
3660,69.92,288.90,169.71,19,8,9
3670,67.32,305.32,165.92,19,8,9
3680,65.88,324.05,163.44,19,8,9
3690,64.78,343.91,162.32,19,8,9
3700,64.37,366.44,161.14,19,8,9
3710,64.78,387.88,157.60,19,8,9
3720,66.33,409.18,153.78,19,8,9
3730,69.44,431.20,149.26,19,8,9
3740,74.22,451.85,142.12,19,8,9
3750,80.18,469.06,134.03,19,8,9
3760,86.28,481.84,124.92,19,8,9
3770,90.66,489.02,115.49,19,8,9
3780,94.32,423.65,110.47,19,5,9
3790,98.46,416.26,112.40,19,5,9
3800,107.58,407.24,115.20,19,5,9
3810,119.48,398.82,113.73,19,5,9
3820,128.34,391.30,107.52,19,5,9
3830,132.69,384.48,102.92,19,5,9
3840,137.44,372.74,101.57,19,5,9
3850,144.01,354.97,102.52,19,5,9
3860,154.24,335.96,101.71,19,5,9
3870,172.18,317.29,97.71,19,5,9
3880,189.00,299.05,93.92,19,5,9
3890,201.13,281.48,89.78,19,5,9
3900,212.39,265.62,84.26,19,5,9
3910,226.49,256.10,81.27,19,5,9
3920,244.11,247.75,83.22,19,5,9
3930,262.36,239.39,86.73,19,5,9
3940,277.24,230.09,86.04,19,5,9
3950,284.20,220.26,90.77,19,5,9
3960,285.47,210.47,109.66,19,5,9
3970,287.02,199.36,135.19,19,5,9
3980,289.13,188.53,153.47,19,5,9
3990,292.12,182.49,165.11,19,5,9
4000,296.41,178.09,172.51,19,5,9
4010,300.35,175.89,180.62,19,5,9
4020,301.37,175.96,189.72,19,5,9
4030,299.25,177.52,199.54,19,5,9
4040,292.77,180.15,209.90,19,5,9
4050,281.47,184.01,223.18,19,5,9
4060,268.93,184.04,237.77,19,5,9
4070,252.98,176.23,253.71,19,5,9
4080,235.69,167.79,267.74,19,5,9
4090,219.47,158.79,280.80,19,5,9
4100,206.67,151.27,291.48,19,4,9
4110,204.65,136.19,301.64,19,4,9
4120,214.22,114.91,310.89,19,3,9
4130,227.04,113.01,319.51,19,2,9
4140,240.21,93.31,327.16,19,2,9
4150,252.97,76.44,326.55,19,2,9
4160,268.72,69.85,319.94,19,2,9
4170,286.69,81.01,316.48,19,2,9
4180,305.12,101.42,315.78,19,2,9
4190,323.86,129.11,320.95,19,2,9
4200,341.45,162.32,330.81,19,2,9
4210,353.19,179.61,343.69,19,2,9
4220,359.11,0.00,356.08,19,1,9
4230,362.29,0.00,360.02,19,1,9
4240,362.05,0.00,362.20,19,1,9
4250,355.23,0.00,361.29,19,1,9
4260,347.16,0.00,352.38,19,1,9
4270,341.31,0.00,341.81,19,1,9
4280,336.24,,330.18,19,,9
4290,336.63,,322.71,19,,9
4300,345.02,,319.30,19,,9
4310,365.29,,316.62,19,,9
4320,392.10,,308.55,19,,9
4330,420.39,,292.31,19,,9
4340,450.42,,283.42,19,,9
4350,481.36,,282.59,19,,9
4360,505.19,,285.05,19,,9
4370,508.52,,286.26,19,,9
4380,502.72,,282.89,19,,9
4390,502.91,,276.66,19,,9
4400,512.13,,267.60,19,,9
4410,523.93,,248.69,19,,9
4420,534.33,,229.56,19,,9
4430,539.28,,213.80,19,,9
4440,532.46,,198.85,19,,9
4450,516.78,,183.95,19,,9
4460,477.62,,176.09,17,,9
4470,456.92,,173.68,17,,9
4480,433.56,,179.86,17,,9
4490,410.05,,189.37,17,,9
4500,393.31,,191.47,16,,9
4510,380.61,,190.05,16,,9
4520,370.36,,192.82,16,,9
4530,361.70,,203.93,16,,9
4540,354.26,,210.82,16,,9
4550,350.33,,213.73,16,,9
4560,347.96,,221.59,16,,9
4570,343.68,,231.42,16,,9
4580,319.62,,231.88,15,,9
4590,324.63,,231.84,15,,9
4600,333.36,,231.01,15,,9
4610,337.77,,224.59,15,,9
4620,338.46,,215.54,15,,9
4630,338.21,,218.74,15,,9
4640,337.97,,234.19,15,,9
4650,335.49,,253.04,15,,9
4660,332.58,,269.08,15,,9
4670,331.19,,279.07,15,,9
4680,329.69,,284.98,15,,9
4690,328.51,,292.06,15,,9
4700,327.65,,297.45,15,,9
4710,328.32,,290.55,15,,9
4720,327.43,,269.55,15,,9
4730,325.30,,250.60,15,,9
4740,323.39,,238.92,15,,9
4750,324.68,,233.71,15,,9
4760,323.22,,243.88,15,,9
4770,311.54,,263.98,15,,9
4780,298.42,,286.48,15,,9
4790,286.33,,307.49,15,,9
4800,276.72,,325.00,15,,9
4810,274.43,,336.32,15,,9
4820,277.15,,345.54,15,,9
4830,285.89,,354.40,15,,9
4840,297.27,,363.61,15,,9
4850,300.19,,377.07,15,,9
4860,304.85,,393.83,15,,9
4870,315.13,,410.42,15,,9
4880,329.60,,424.96,15,,9
4890,333.96,,440.53,15,,9
4900,325.54,,454.79,15,,9
4910,316.44,,461.76,15,,9
4920,309.42,,468.47,14,,9
4930,302.24,,479.18,14,,9
4940,295.64,,492.69,14,,9
4950,290.60,,502.91,14,,9
4960,285.19,,503.27,14,,9
4970,281.86,,497.28,14,,9
4980,280.95,,489.71,14,,9
4990,278.74,,479.69,14,,9
5000,277.78,,464.85,14,,9
