frame,model1_herding_cohesion,model2_intercept_cohesion,model3_coordination_cohesion,model1_boid_count,model2_boid_count,model3_boid_count
650,100.23,169.45,197.18,95,74,99
660,85.58,142.34,198.05,95,74,99
670,75.95,115.49,194.71,95,74,99
680,74.14,90.43,191.03,95,74,99
690,82.31,70.43,186.57,95,74,99
700,95.14,64.81,179.86,95,74,99
710,109.60,73.45,170.07,95,74,99
720,125.79,86.44,159.06,95,74,99
730,138.79,101.72,147.95,95,74,99
740,144.20,115.58,137.60,95,74,99
750,141.31,129.62,130.85,95,73,99
760,133.48,149.01,130.18,94,72,99
770,124.87,163.66,133.35,94,71,99
780,118.64,175.19,139.02,94,70,99
790,114.24,187.92,145.35,94,70,99
800,109.91,187.62,149.37,94,69,99
810,105.79,188.20,150.16,94,69,99
820,103.16,183.48,145.69,94,69,99
830,103.31,180.30,135.45,94,69,99
840,104.97,180.10,126.22,94,69,99
850,107.04,180.84,122.87,94,69,99
860,108.91,181.49,128.90,94,69,99
870,109.00,180.39,143.10,94,69,99
880,106.38,178.74,159.20,94,69,99
890,103.18,176.11,176.96,94,69,98
900,102.69,173.74,197.72,94,67,97
910,103.75,176.98,214.97,94,64,97
920,105.39,183.82,226.35,94,64,97
930,107.42,194.21,234.04,94,64,94
940,109.20,204.04,239.84,94,64,93
950,111.84,209.63,243.89,94,64,92
960,115.07,211.66,245.85,94,64,92
970,118.70,210.36,245.62,94,63,92
980,121.76,207.00,242.93,94,60,92
990,126.36,203.87,239.41,93,59,92
1000,135.93,203.38,236.26,93,59,92
1010,149.16,205.52,233.19,93,59,92
1020,161.23,213.58,229.22,93,59,92
1030,171.50,226.74,224.99,93,59,92
1040,180.56,240.60,221.85,92,59,92
1050,190.39,252.92,220.50,92,59,92
1060,198.54,262.62,219.89,92,59,92
1070,205.59,272.18,216.95,91,59,92
1080,213.07,282.29,210.82,91,59,92
1090,224.56,292.91,204.26,90,59,92
1100,239.02,303.74,193.33,90,59,91
1110,256.86,312.87,184.79,90,59,91
1120,275.78,321.15,176.51,90,59,91
1130,293.78,330.56,170.21,90,59,91
1140,308.69,342.27,167.12,90,59,91
1150,321.60,354.14,167.96,90,59,91
1160,330.63,364.52,171.66,90,59,91
1170,333.50,369.95,176.91,90,59,91
1180,330.32,368.28,183.72,90,59,91
1190,322.71,361.79,193.06,90,59,91
1200,313.39,354.47,204.76,90,59,91
1210,301.83,345.40,216.26,90,59,91
1220,286.06,334.44,225.68,90,59,91
1230,266.96,323.71,232.63,90,59,91
1240,246.74,315.01,238.50,90,59,91
1250,229.77,309.68,244.62,90,59,91
1260,222.67,307.60,250.49,89,59,91
1270,217.84,307.90,255.26,89,59,91
1280,215.64,307.81,256.63,89,59,91
1290,208.08,306.67,252.79,88,59,91
1300,209.23,304.62,246.58,88,59,91
1310,212.55,302.74,239.91,88,59,91
1320,218.53,298.40,233.49,88,59,91
1330,226.96,287.92,227.10,88,59,91
1340,236.29,273.16,221.10,88,59,91
1350,244.29,260.26,214.92,87,59,91
1360,254.81,249.95,208.72,87,59,91
1370,264.67,242.04,203.73,87,59,91
1380,273.74,236.63,201.31,87,59,91
1390,281.38,232.36,201.67,87,59,91
1400,287.06,229.59,205.02,87,59,91
1410,291.20,225.92,210.22,87,59,91
1420,295.71,218.77,216.76,87,59,91
1430,299.80,216.84,224.26,87,59,91
1440,301.98,218.65,230.30,87,59,91
1450,296.46,215.63,231.26,86,59,91
1460,293.10,210.15,224.91,86,59,91
1470,289.67,204.32,214.17,86,59,91
1480,285.66,198.31,203.40,86,59,91
1490,282.58,192.00,192.85,86,59,91
1500,281.13,187.60,182.85,86,58,91
1510,280.15,188.41,173.87,86,58,91
1520,280.30,189.32,165.99,86,58,91
1530,281.32,191.10,161.41,86,58,91
1540,281.18,195.96,162.37,86,58,91
1550,278.69,203.10,166.88,86,58,91
1560,273.39,210.23,171.81,86,57,91
1570,266.36,212.17,178.81,86,57,91
1580,256.16,209.10,188.97,86,56,91
1590,245.26,216.96,200.70,86,56,91
1600,235.55,227.09,211.03,86,55,91
1610,228.21,237.82,220.22,86,55,91
1620,224.05,249.42,228.42,86,55,91
1630,222.71,260.82,236.54,86,55,91
1640,222.58,269.19,245.06,86,55,91
1650,223.68,272.52,252.88,85,55,91
1660,224.57,270.79,258.44,85,54,91
1670,226.03,265.89,258.96,85,54,91
1680,229.03,261.75,255.87,85,54,91
1690,232.58,259.73,252.30,85,54,91
1700,239.30,255.97,249.68,85,53,91
1710,249.03,256.14,247.25,84,53,91
1720,256.50,256.63,246.07,83,53,91
1730,260.39,256.46,250.67,83,53,90
1740,257.93,255.60,258.36,83,53,89
1750,247.06,253.24,266.14,82,53,89
1760,237.23,246.21,271.68,82,53,89
1770,228.54,233.89,275.51,82,53,89
1780,223.45,221.41,277.92,82,53,89
1790,220.58,208.46,279.86,82,53,89
1800,218.63,192.82,280.01,82,53,89
1810,215.92,177.03,275.91,82,53,89
1820,211.81,161.14,267.00,82,52,89
1830,191.16,143.59,256.66,80,52,89
1840,188.07,136.53,247.06,80,50,89
1850,185.99,132.78,239.14,80,50,89
1860,184.54,133.21,232.40,80,50,89
1870,185.07,136.10,226.24,80,50,89
1880,187.65,140.83,217.70,80,50,89
1890,191.33,144.04,207.15,80,50,89
1900,195.86,151.00,196.94,80,50,89
1910,201.25,163.40,187.06,80,50,89
1920,204.49,179.98,178.33,80,50,89
1930,208.94,194.37,170.04,78,49,89
1940,215.04,206.11,160.82,77,49,89
1950,226.19,212.49,150.38,77,49,89
1960,242.01,212.49,141.77,77,49,89
1970,258.80,208.58,135.75,77,49,89
1980,274.47,202.80,133.26,77,49,89
1990,289.54,195.32,134.95,77,49,89
2000,305.86,184.08,141.06,77,49,89
2010,320.23,168.86,151.21,77,49,89
2020,326.29,153.25,165.74,77,49,89
2030,321.33,134.19,183.06,77,48,89
2040,308.25,122.70,201.48,77,48,89
2050,290.66,113.15,220.12,77,48,89
2060,271.08,104.46,236.94,77,48,89
2070,250.39,97.11,247.31,77,48,89
2080,229.60,90.23,243.99,77,48,89
2090,209.91,82.47,229.25,77,48,89
2100,192.81,71.80,210.31,77,48,89
2110,180.29,57.33,190.09,77,48,89
2120,172.72,48.13,169.48,77,48,89
2130,169.94,48.88,148.65,77,48,89
2140,171.26,56.09,128.70,77,47,89
2150,177.13,72.95,110.54,77,44,89
2160,186.94,90.90,97.25,77,43,89
2170,199.56,108.88,89.69,77,42,88
2180,216.28,127.31,89.17,77,42,88
2190,233.71,144.23,88.38,74,42,88
2200,238.27,154.71,90.37,73,42,88
2210,228.61,162.23,101.83,73,42,88
2220,212.67,171.39,118.71,72,42,88
2230,196.41,187.23,135.59,72,41,86
2240,176.12,203.83,151.51,72,41,86
2250,153.40,220.44,167.35,72,41,85
2260,134.96,236.57,182.69,72,41,85
2270,124.81,251.16,199.34,72,41,84
2280,121.34,261.33,213.11,72,41,84
2290,121.10,268.65,227.36,72,41,84
2300,123.51,272.74,243.20,72,41,83
2310,129.83,268.98,256.43,72,40,82
2320,138.57,263.68,265.09,72,38,82
2330,149.10,259.21,270.42,72,38,82
2340,161.13,256.56,271.09,72,38,81
2350,175.77,255.54,262.52,72,38,81
2360,191.00,255.70,253.37,72,38,81
2370,201.50,257.15,248.71,72,38,79
2380,202.77,261.30,245.85,72,38,78
2390,191.88,271.40,245.55,71,37,78
2400,189.90,293.15,247.50,70,37,78
2410,189.60,318.12,250.62,69,37,78
2420,188.83,341.27,254.34,68,37,78
2430,186.50,360.52,258.95,68,37,78
2440,183.07,375.49,264.21,68,37,78
2450,179.97,382.96,269.06,68,36,78
2460,177.06,380.49,270.26,68,36,77
2470,175.25,381.23,269.64,68,34,76
2480,174.12,379.84,266.40,68,34,75
2490,169.04,377.24,267.61,68,34,75
2500,156.39,367.66,267.13,68,34,75
2510,137.55,355.22,265.62,68,34,75
2520,116.46,341.41,265.83,68,34,75
2530,95.41,328.19,267.16,68,34,75
2540,77.73,316.65,269.39,68,34,75
2550,67.33,310.21,272.20,68,34,75
2560,63.90,306.56,274.85,68,34,75
2570,62.12,303.69,274.78,68,34,75
2580,61.59,301.35,269.13,68,34,75
2590,62.72,299.58,260.75,68,34,75
2600,64.23,300.12,250.20,68,33,75
2610,65.01,308.03,238.07,68,33,75
2620,64.97,311.15,227.60,68,33,75
2630,67.84,311.66,219.81,68,33,75
2640,74.62,313.45,213.60,67,33,75
2650,83.78,310.20,209.30,65,33,75
2660,90.33,299.52,211.06,64,33,75
2670,91.25,284.48,219.86,64,33,75
2680,87.21,266.69,233.86,64,33,75
2690,82.56,244.73,250.10,64,32,75
2700,78.48,226.40,266.44,64,32,75
2710,73.92,210.25,276.71,63,32,75
2720,69.59,194.29,279.54,63,32,75
2730,68.51,179.54,278.12,62,32,75
2740,71.04,170.54,274.95,62,32,75
2750,75.12,167.42,272.15,62,32,75
2760,78.30,168.32,268.19,62,32,75
2770,81.69,173.50,263.41,62,32,75
2780,86.65,185.83,260.48,62,32,75
2790,91.36,204.00,258.77,62,32,75
2800,93.67,204.40,257.38,62,31,75
2810,91.40,231.11,256.22,62,31,75
2820,88.46,257.80,254.80,62,31,75
2830,89.02,279.06,250.20,62,31,75
2840,90.56,291.57,240.40,62,31,75
2850,91.43,297.30,228.56,62,31,75
2860,90.70,297.48,213.84,62,31,74
2870,89.67,294.26,201.84,62,30,74
2880,87.28,289.83,190.11,61,30,73
2890,94.21,283.65,182.75,57,30,73
2900,119.86,276.67,171.91,46,30,71
2910,131.06,268.27,170.18,46,30,71
2920,143.04,257.31,167.51,46,30,71
2930,156.05,244.82,162.91,46,30,71
2940,168.81,229.83,158.22,46,30,71
2950,181.19,209.66,131.09,46,30,68
2960,190.06,187.27,127.70,46,30,68
2970,196.01,164.14,126.34,46,30,68
2980,196.29,142.63,128.07,46,30,68
2990,190.80,124.27,132.89,46,30,68
3000,185.03,112.31,139.15,46,30,68
3010,179.47,106.72,146.29,46,30,68
3020,174.49,104.19,154.74,46,30,68
3030,171.08,99.36,164.80,46,30,68
3040,171.48,94.77,176.46,46,30,68
3050,176.38,93.32,188.59,46,30,68
3060,180.26,98.39,198.18,46,30,68
3070,180.76,107.04,206.75,46,30,68
3080,179.48,120.94,215.52,46,30,68
3090,176.52,144.01,217.40,42,30,68
3100,158.23,172.48,212.71,39,30,68
3110,137.08,201.47,208.40,39,30,68
3120,116.72,229.76,208.14,38,30,68
3130,103.49,258.55,209.99,38,30,68
3140,104.10,287.46,211.87,38,30,68
3150,116.29,315.88,213.29,38,30,68
3160,130.39,340.38,213.94,38,30,68
3170,137.38,360.28,214.36,37,30,68
3180,144.78,377.28,213.78,37,30,68
3190,154.73,387.98,211.49,37,30,68
3200,163.34,395.12,207.48,37,30,68
3210,166.62,370.49,202.16,37,29,68
3220,168.88,373.52,197.27,37,29,68
3230,174.16,368.82,192.39,37,29,68
3240,181.45,358.37,186.89,37,28,68
3250,189.76,338.37,180.36,37,28,68
3260,198.09,321.27,172.26,37,27,67
3270,206.72,301.35,170.02,37,27,64
3280,215.21,280.97,178.00,37,27,61
3290,222.31,259.41,187.15,37,27,60
3300,227.26,236.91,197.78,37,27,60
3310,231.62,213.49,208.31,37,27,60
3320,236.87,190.05,218.33,37,27,60
3330,244.90,166.42,229.28,37,27,60
3340,259.03,134.04,240.57,37,26,60
3350,274.91,109.76,252.62,37,26,60
3360,288.20,57.60,261.33,37,25,60
3370,301.86,47.24,259.59,37,25,59
3380,319.21,47.56,256.15,36,25,59
3390,336.59,56.80,254.74,36,25,58
3400,354.34,72.66,249.39,36,25,57
3410,365.01,91.89,239.74,36,25,57
3420,366.32,112.00,229.62,36,25,57
3430,364.01,131.50,219.72,36,25,57
3440,356.95,150.30,210.96,36,25,57
3450,349.51,169.39,205.09,36,24,57
3460,345.63,201.47,202.55,36,21,57
3470,341.15,224.48,205.65,36,21,57
3480,334.66,250.69,197.85,36,21,56
3490,327.94,277.31,213.75,36,21,56
3500,321.93,306.08,234.55,36,20,56
3510,316.76,326.86,259.39,36,20,56
3520,311.62,344.82,284.53,36,20,56
3530,308.98,359.99,302.43,36,20,56
3540,311.84,372.48,307.85,36,20,56
3550,321.05,377.35,310.90,36,20,56
3560,334.55,374.11,315.28,36,20,56
3570,343.93,360.41,320.01,36,20,56
3580,345.59,344.15,324.04,36,20,56
3590,342.21,329.97,325.80,36,20,56
3600,336.06,318.01,317.41,36,20,56
3610,330.42,307.41,303.15,36,20,56
3620,325.58,297.52,288.69,36,20,56
3630,321.42,286.17,274.41,36,20,56
3640,316.89,271.38,257.29,36,20,56
3650,311.76,256.69,238.07,36,20,56
3660,308.69,244.33,218.19,36,20,56
3670,309.14,234.56,199.22,36,20,56
3680,310.95,225.49,180.14,36,20,56
3690,317.70,216.55,162.42,36,20,56
3700,333.12,210.06,148.20,36,20,56
3710,350.05,204.76,141.40,36,20,56
3720,365.58,198.93,142.20,36,20,56
3730,378.71,193.50,147.81,36,20,56
3740,387.35,192.11,155.24,36,20,56
3750,393.73,197.14,159.99,36,20,56
3760,401.67,203.11,164.49,35,20,56
3770,408.60,210.08,175.03,35,20,56
3780,412.37,219.40,189.75,35,20,56
3790,411.30,226.60,207.08,35,20,56
3800,411.18,233.37,225.49,35,20,56
3810,413.83,242.03,244.80,35,20,56
3820,417.06,250.67,264.35,35,20,56
3830,418.74,258.33,287.92,35,20,55
3840,420.67,263.79,308.26,34,20,55
3850,420.36,267.62,331.54,34,20,55
3860,418.05,271.43,353.80,34,20,55
3870,411.98,273.59,374.36,34,20,55
3880,404.74,273.75,390.01,34,20,55
3890,396.65,270.56,396.69,34,20,55
3900,385.96,262.43,397.80,34,20,55
3910,374.13,247.01,396.38,34,20,55
3920,360.23,227.05,390.87,34,20,55
3930,341.85,208.84,381.60,33,20,55
3940,324.24,193.59,369.03,33,20,55
3950,308.48,184.34,349.57,33,20,55
3960,293.55,185.47,326.24,33,20,55
3970,279.02,193.93,304.66,33,20,55
3980,260.47,196.76,285.26,32,20,55
3990,248.12,188.33,269.63,32,20,55
4000,228.44,171.14,261.19,31,20,55
4010,213.93,156.01,259.28,31,20,55
4020,201.14,147.18,262.72,31,20,55
4030,192.63,143.32,268.26,31,20,55
4040,188.12,143.09,275.77,31,20,55
4050,188.79,145.68,284.35,31,20,55
4060,195.71,145.88,291.85,31,18,55
4070,209.36,151.84,297.86,31,18,55
4080,228.66,158.86,304.10,31,18,55
4090,249.44,168.07,307.71,31,18,55
4100,250.03,178.71,302.50,28,18,55
4110,259.42,186.50,286.48,28,18,55
4120,261.95,192.28,270.50,28,18,55
4130,256.58,202.28,260.06,28,18,54
4140,244.47,211.60,246.92,28,18,53
4150,230.43,218.37,227.78,28,18,51
4160,215.99,227.89,213.82,28,18,51
4170,200.96,242.63,203.79,28,18,51
4180,183.83,258.17,196.74,28,18,50
4190,166.54,272.58,193.42,28,18,48
4200,150.35,288.21,194.03,28,18,46
4210,136.21,307.12,197.55,28,18,45
4220,127.87,328.95,201.27,28,18,44
4230,127.24,347.03,207.04,28,18,44
4240,132.16,356.37,210.02,28,18,43
4250,142.14,364.45,217.81,28,18,43
4260,157.05,376.19,224.43,28,18,43
4270,173.11,390.73,229.33,28,18,43
4280,191.14,409.95,230.50,27,18,43
4290,209.62,431.37,229.60,27,18,43
4300,230.42,441.91,227.46,27,18,43
4310,248.53,434.40,225.52,27,18,43
4320,261.94,419.66,224.25,27,18,43
4330,271.86,404.67,226.04,27,18,43
4340,282.71,390.65,230.64,27,18,43
4350,292.00,377.43,232.14,27,18,43
4360,297.47,363.51,230.78,27,18,43
4370,299.20,348.60,230.80,27,18,43
4380,296.57,333.67,235.89,27,18,43
4390,291.33,316.54,245.34,27,18,43
4400,283.94,298.59,256.65,27,18,43
4410,276.01,281.34,264.85,27,18,43
4420,262.21,262.78,266.07,26,18,43
4430,261.06,243.38,264.08,26,18,43
4440,262.11,222.76,261.62,26,18,43
4450,261.81,203.71,259.24,26,18,43
4460,253.81,184.09,258.34,26,18,42
4470,240.75,160.04,262.78,26,18,40
4480,229.77,134.27,274.85,26,18,37
4490,223.76,109.58,285.80,26,18,34
4500,221.02,88.45,296.78,26,18,33
4510,220.49,76.88,308.95,26,18,33
4520,222.20,78.68,315.51,26,18,33
4530,228.10,93.40,311.58,26,18,33
4540,242.73,118.89,297.13,26,18,32
4550,261.33,150.40,271.72,26,18,30
4560,279.19,184.51,247.82,26,18,29
4570,292.01,219.90,238.50,26,18,29
4580,299.02,255.63,229.93,26,18,29
4590,306.72,291.55,215.89,26,18,29
4600,312.59,325.89,198.26,26,18,29
4610,317.86,357.41,184.32,26,18,29
4620,322.61,388.15,173.90,26,18,29
4630,327.14,417.68,163.99,26,18,29
4640,331.92,444.33,156.27,26,18,29
4650,336.10,464.34,150.04,26,18,28
4660,338.52,471.24,148.98,26,18,27
4670,336.60,468.11,155.52,26,18,27
4680,332.90,464.77,154.66,26,18,25
4690,327.21,461.76,166.62,26,18,25
4700,313.74,457.49,177.04,25,18,25
4710,293.45,447.17,180.28,24,18,25
4720,285.74,422.80,177.44,24,18,25
4730,284.57,393.57,177.00,24,18,25
4740,293.98,365.20,180.99,24,18,25
4750,310.94,345.12,187.26,24,18,25
4760,324.82,340.84,193.18,24,17,25
4770,331.50,342.14,200.76,24,17,25
4780,334.81,341.31,208.81,24,17,25
4790,332.52,334.86,213.51,24,17,25
4800,327.41,320.16,218.70,24,17,25
4810,327.77,298.17,214.93,24,17,24
4820,329.58,273.47,221.49,24,17,24
4830,331.98,248.79,227.87,24,17,24
4840,333.49,223.30,230.74,24,17,24
4850,334.20,199.06,231.16,24,17,24
4860,335.99,177.51,231.17,24,17,24
4870,337.24,164.18,227.40,24,17,23
4880,335.85,162.08,215.97,24,17,21
4890,342.07,169.18,209.40,24,17,21
4900,362.30,182.04,200.14,24,17,21
4910,384.56,199.15,194.88,24,17,21
4920,407.21,217.50,189.72,24,17,21
4930,428.95,231.78,184.37,24,17,21
4940,440.73,241.79,179.96,24,17,21
4950,441.26,246.50,179.56,24,17,21
4960,435.72,246.69,182.24,24,17,21
4970,429.66,244.01,189.72,24,17,21
4980,420.92,239.91,201.72,24,17,21
4990,409.27,236.18,214.50,24,17,21
5000,395.61,232.76,224.06,24,17,21
